"id","X","tag_plate","location","value","PID","timepoint","PID_timepoint","empty_well"
"Plate_3_B6",233,"Plate_3","B6","HSA1365_B6","HSA1365","HSA","HSA1365",FALSE
"Plate_3_B7",241,"Plate_3","B7","HSA1365_B7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_B8",249,"Plate_3","B8","HSA1365_B8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_B9",257,"Plate_3","B9","HSA1365_B9","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C10",266,"Plate_3","C10","HSA1365_C10","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C11",274,"Plate_3","C11","HSA1365_C11","HSA1365","HSA","HSA1365",TRUE
"Plate_3_C12",282,"Plate_3","C12","HSA1365_C12","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C1",194,"Plate_3","C1","HSA1365_C1","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C2",202,"Plate_3","C2","HSA1365_C2","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C3",210,"Plate_3","C3","HSA1365_C3","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C4",218,"Plate_3","C4","HSA1365_C4","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C5",226,"Plate_3","C5","HSA1365_C5","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C6",234,"Plate_3","C6","HSA1365_C6","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C7",242,"Plate_3","C7","HSA1365_C7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C8",250,"Plate_3","C8","HSA1365_C8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_C9",258,"Plate_3","C9","HSA1365_C9","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D10",267,"Plate_3","D10","HSA1365_D10","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D11",275,"Plate_3","D11","HSA1365_D11","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D12",283,"Plate_3","D12","HSA1365_D12","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D1",195,"Plate_3","D1","HSA1365_D1","HSA1365","HSA","HSA1365",TRUE
"Plate_3_D2",203,"Plate_3","D2","HSA1365_D2","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D3",211,"Plate_3","D3","HSA1365_D3","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D4",219,"Plate_3","D4","HSA1365_D4","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D5",227,"Plate_3","D5","HSA1365_D5","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D6",235,"Plate_3","D6","HSA1365_D6","HSA1365","HSA","HSA1365",TRUE
"Plate_3_D7",243,"Plate_3","D7","HSA1365_D7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D8",251,"Plate_3","D8","HSA1365_D8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_D9",259,"Plate_3","D9","HSA1365_D9","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E10",268,"Plate_3","E10","HSA1365_E10","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E11",276,"Plate_3","E11","HSA1365_E11","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E12",284,"Plate_3","E12","HSA1365_E12","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E1",196,"Plate_3","E1","HSA1365_E1","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E2",204,"Plate_3","E2","HSA1365_E2","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E3",212,"Plate_3","E3","HSA1365_E3","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E4",220,"Plate_3","E4","HSA1365_E4","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E5",228,"Plate_3","E5","HSA1365_E5","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E6",236,"Plate_3","E6","HSA1365_E6","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E7",244,"Plate_3","E7","HSA1365_E7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E8",252,"Plate_3","E8","HSA1365_E8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_E9",260,"Plate_3","E9","HSA1365_E9","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F10",269,"Plate_3","F10","HSA1365_F10","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F11",277,"Plate_3","F11","HSA1365_F11","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F12",285,"Plate_3","F12","HSA1365_F12","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F1",197,"Plate_3","F1","HSA1365_F1","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F2",205,"Plate_3","F2","HSA1365_F2","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F3",213,"Plate_3","F3","HSA1365_F3","HSA1365","HSA","HSA1365",TRUE
"Plate_3_F4",221,"Plate_3","F4","HSA1365_F4","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F5",229,"Plate_3","F5","HSA1365_F5","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F6",237,"Plate_3","F6","HSA1365_F6","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F7",245,"Plate_3","F7","HSA1365_F7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F8",253,"Plate_3","F8","HSA1365_F8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_F9",261,"Plate_3","F9","HSA1365_F9","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G10",270,"Plate_3","G10","HSA1365_G10","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G11",278,"Plate_3","G11","HSA1365_G11","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G12",286,"Plate_3","G12","HSA1365_G12","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G1",198,"Plate_3","G1","HSA1365_G1","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G2",206,"Plate_3","G2","HSA1365_G2","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G3",214,"Plate_3","G3","HSA1365_G3","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G4",222,"Plate_3","G4","HSA1365_G4","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G5",230,"Plate_3","G5","HSA1365_G5","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G6",238,"Plate_3","G6","HSA1365_G6","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G7",246,"Plate_3","G7","HSA1365_G7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G8",254,"Plate_3","G8","HSA1365_G8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_G9",262,"Plate_3","G9","HSA1365_G9","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H10",271,"Plate_3","H10","HSA1365_H10","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H11",279,"Plate_3","H11","HSA1365_H11","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H12",287,"Plate_3","H12","HSA1365_H12","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H1",199,"Plate_3","H1","HSA1365_H1","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H2",207,"Plate_3","H2","HSA1365_H2","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H3",215,"Plate_3","H3","HSA1365_H3","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H4",223,"Plate_3","H4","HSA1365_H4","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H5",231,"Plate_3","H5","HSA1365_H5","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H6",239,"Plate_3","H6","HSA1365_H6","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H7",247,"Plate_3","H7","HSA1365_H7","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H8",255,"Plate_3","H8","HSA1365_H8","HSA1365","HSA","HSA1365",FALSE
"Plate_3_H9",263,"Plate_3","H9","HSA1365_H9","HSA1365","HSA","HSA1365",FALSE
"Plate_4_A10",360,"Plate_4","A10","61217_001_C1_D8_A10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A11",368,"Plate_4","A11","61217_001_C1_D8_A11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A12",376,"Plate_4","A12","61217_001_C1_D8_A12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A1",288,"Plate_4","A1","61217_001_C1_D8_A1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A2",296,"Plate_4","A2","61217_001_C1_D8_A2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A3",304,"Plate_4","A3","61217_001_C1_D8_A3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A4",312,"Plate_4","A4","61217_001_C1_D8_A4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A5",320,"Plate_4","A5","61217_001_C1_D8_A5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A6",328,"Plate_4","A6","61217_001_C1_D8_A6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A7",336,"Plate_4","A7","61217_001_C1_D8_A7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A8",344,"Plate_4","A8","61217_001_C1_D8_A8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_A9",352,"Plate_4","A9","61217_001_C1_D8_A9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B10",361,"Plate_4","B10","61217_001_C1_D8_B10","61217_001","C1_D8","61217_001_C1_D8",TRUE
"Plate_4_B11",369,"Plate_4","B11","61217_001_C1_D8_B11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B12",377,"Plate_4","B12","61217_001_C1_D8_B12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B1",289,"Plate_4","B1","61217_001_C1_D8_B1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B2",297,"Plate_4","B2","61217_001_C1_D8_B2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B3",305,"Plate_4","B3","61217_001_C1_D8_B3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B4",313,"Plate_4","B4","61217_001_C1_D8_B4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B5",321,"Plate_4","B5","61217_001_C1_D8_B5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B6",329,"Plate_4","B6","61217_001_C1_D8_B6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B7",337,"Plate_4","B7","61217_001_C1_D8_B7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B8",345,"Plate_4","B8","61217_001_C1_D8_B8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_B9",353,"Plate_4","B9","61217_001_C1_D8_B9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C10",362,"Plate_4","C10","61217_001_C1_D8_C10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C11",370,"Plate_4","C11","61217_001_C1_D8_C11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C12",378,"Plate_4","C12","61217_001_C1_D8_C12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C1",290,"Plate_4","C1","61217_001_C1_D8_C1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C2",298,"Plate_4","C2","61217_001_C1_D8_C2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C3",306,"Plate_4","C3","61217_001_C1_D8_C3","61217_001","C1_D8","61217_001_C1_D8",TRUE
"Plate_4_C4",314,"Plate_4","C4","61217_001_C1_D8_C4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C5",322,"Plate_4","C5","61217_001_C1_D8_C5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C6",330,"Plate_4","C6","61217_001_C1_D8_C6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C7",338,"Plate_4","C7","61217_001_C1_D8_C7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C8",346,"Plate_4","C8","61217_001_C1_D8_C8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_C9",354,"Plate_4","C9","61217_001_C1_D8_C9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D10",363,"Plate_4","D10","61217_001_C1_D8_D10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D11",371,"Plate_4","D11","61217_001_C1_D8_D11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D12",379,"Plate_4","D12","61217_001_C1_D8_D12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D1",291,"Plate_4","D1","61217_001_C1_D8_D1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D2",299,"Plate_4","D2","61217_001_C1_D8_D2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D3",307,"Plate_4","D3","61217_001_C1_D8_D3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D4",315,"Plate_4","D4","61217_001_C1_D8_D4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D5",323,"Plate_4","D5","61217_001_C1_D8_D5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D6",331,"Plate_4","D6","61217_001_C1_D8_D6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D7",339,"Plate_4","D7","61217_001_C1_D8_D7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D8",347,"Plate_4","D8","61217_001_C1_D8_D8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_D9",355,"Plate_4","D9","61217_001_C1_D8_D9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E10",364,"Plate_4","E10","61217_001_C1_D8_E10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E11",372,"Plate_4","E11","61217_001_C1_D8_E11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E12",380,"Plate_4","E12","61217_001_C1_D8_E12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E1",292,"Plate_4","E1","61217_001_C1_D8_E1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E2",300,"Plate_4","E2","61217_001_C1_D8_E2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E3",308,"Plate_4","E3","61217_001_C1_D8_E3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E4",316,"Plate_4","E4","61217_001_C1_D8_E4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E5",324,"Plate_4","E5","61217_001_C1_D8_E5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E6",332,"Plate_4","E6","61217_001_C1_D8_E6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E7",340,"Plate_4","E7","61217_001_C1_D8_E7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E8",348,"Plate_4","E8","61217_001_C1_D8_E8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_E9",356,"Plate_4","E9","61217_001_C1_D8_E9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F10",365,"Plate_4","F10","61217_001_C1_D8_F10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F11",373,"Plate_4","F11","61217_001_C1_D8_F11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F12",381,"Plate_4","F12","61217_001_C1_D8_F12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F1",293,"Plate_4","F1","61217_001_C1_D8_F1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F2",301,"Plate_4","F2","61217_001_C1_D8_F2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F3",309,"Plate_4","F3","61217_001_C1_D8_F3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F4",317,"Plate_4","F4","61217_001_C1_D8_F4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F5",325,"Plate_4","F5","61217_001_C1_D8_F5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F6",333,"Plate_4","F6","61217_001_C1_D8_F6","61217_001","C1_D8","61217_001_C1_D8",TRUE
"Plate_4_F7",341,"Plate_4","F7","61217_001_C1_D8_F7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F8",349,"Plate_4","F8","61217_001_C1_D8_F8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_F9",357,"Plate_4","F9","61217_001_C1_D8_F9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G10",366,"Plate_4","G10","61217_001_C1_D8_G10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G11",374,"Plate_4","G11","61217_001_C1_D8_G11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G12",382,"Plate_4","G12","61217_001_C1_D8_G12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G1",294,"Plate_4","G1","61217_001_C1_D8_G1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G2",302,"Plate_4","G2","61217_001_C1_D8_G2","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G3",310,"Plate_4","G3","61217_001_C1_D8_G3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G4",318,"Plate_4","G4","61217_001_C1_D8_G4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G5",326,"Plate_4","G5","61217_001_C1_D8_G5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G6",334,"Plate_4","G6","61217_001_C1_D8_G6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G7",342,"Plate_4","G7","61217_001_C1_D8_G7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G8",350,"Plate_4","G8","61217_001_C1_D8_G8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_G9",358,"Plate_4","G9","61217_001_C1_D8_G9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H10",367,"Plate_4","H10","61217_001_C1_D8_H10","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H11",375,"Plate_4","H11","61217_001_C1_D8_H11","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H12",383,"Plate_4","H12","61217_001_C1_D8_H12","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H1",295,"Plate_4","H1","61217_001_C1_D8_H1","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H2",303,"Plate_4","H2","61217_001_C1_D8_H2","61217_001","C1_D8","61217_001_C1_D8",TRUE
"Plate_4_H3",311,"Plate_4","H3","61217_001_C1_D8_H3","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H4",319,"Plate_4","H4","61217_001_C1_D8_H4","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H5",327,"Plate_4","H5","61217_001_C1_D8_H5","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H6",335,"Plate_4","H6","61217_001_C1_D8_H6","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H7",343,"Plate_4","H7","61217_001_C1_D8_H7","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H8",351,"Plate_4","H8","61217_001_C1_D8_H8","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_4_H9",359,"Plate_4","H9","61217_001_C1_D8_H9","61217_001","C1_D8","61217_001_C1_D8",FALSE
"Plate_5_A10",456,"Plate_5","A10","61213_011_C7_D1_A1","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_A11",464,"Plate_5","A11","61213_011_C7_D1_A2","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_A12",472,"Plate_5","A12","61213_011_C7_D1_A3","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_A1",384,"Plate_5","A1","61217_001_C7_D1_A1","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A2",392,"Plate_5","A2","61217_001_C7_D1_A2","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A3",400,"Plate_5","A3","61217_001_C7_D1_A3","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A4",408,"Plate_5","A4","61217_001_C7_D1_A4","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A5",416,"Plate_5","A5","61217_001_C7_D1_A5","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A6",424,"Plate_5","A6","61217_001_C7_D1_A6","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A7",432,"Plate_5","A7","61217_001_C7_D1_A7","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A8",440,"Plate_5","A8","61217_001_C7_D1_A8","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_A9",448,"Plate_5","A9","61217_001_C7_D1_A9","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B10",457,"Plate_5","B10","61213_011_C7_D1_B1","61213_011","C7_D1","61213_011_C7_D1",TRUE
"Plate_5_B11",465,"Plate_5","B11","61213_011_C7_D1_B2","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_B12",473,"Plate_5","B12","61213_011_C7_D1_B3","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_B1",385,"Plate_5","B1","61217_001_C7_D1_B1","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B2",393,"Plate_5","B2","61217_001_C7_D1_B2","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B3",401,"Plate_5","B3","61217_001_C7_D1_B3","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B4",409,"Plate_5","B4","61217_001_C7_D1_B4","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B5",417,"Plate_5","B5","61217_001_C7_D1_B5","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B6",425,"Plate_5","B6","61217_001_C7_D1_B6","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B7",433,"Plate_5","B7","61217_001_C7_D1_B7","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B8",441,"Plate_5","B8","61217_001_C7_D1_B8","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_B9",449,"Plate_5","B9","61217_001_C7_D1_B9","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C10",458,"Plate_5","C10","61213_011_C7_D1_C1","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_C11",466,"Plate_5","C11","61213_011_C7_D1_C2","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_5_C12",474,"Plate_5","C12","61213_011_C7_D1_C3","61213_011","C7_D1","61213_011_C7_D1",TRUE
"Plate_5_C1",386,"Plate_5","C1","61217_001_C7_D1_C1","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C2",394,"Plate_5","C2","61217_001_C7_D1_C2","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C3",402,"Plate_5","C3","61217_001_C7_D1_C3","61217_001","C7_D1","61217_001_C7_D1",TRUE
"Plate_5_C4",410,"Plate_5","C4","61217_001_C7_D1_C4","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C5",418,"Plate_5","C5","61217_001_C7_D1_C5","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C6",426,"Plate_5","C6","61217_001_C7_D1_C6","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C7",434,"Plate_5","C7","61217_001_C7_D1_C7","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C8",442,"Plate_5","C8","61217_001_C7_D1_C8","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_C9",450,"Plate_5","C9","61217_001_C7_D1_C9","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_D10",459,"Plate_5","D10","61213_011_C7_D1_D1","61213_011","C7_D1","61213_011_C7_D1",FALSE
